CMDLINE /home/anthony/anaconda3/envs/thesis/bin/python3.10 test-profiler.py
MEM 1822.570312 1664875773.4706
MEM 1672.289062 1664875773.5710
MEM 1737.937500 1664875773.6712
MEM 1881.664062 1664875773.7715
MEM 1636.015625 1664875773.8718
MEM 1624.933594 1664875773.9721
MEM 1873.625000 1664875774.0724
MEM 1636.531250 1664875774.1727
MEM 1624.933594 1664875774.2730
MEM 1853.625000 1664875774.3733
MEM 1763.210938 1664875774.4736
MEM 1715.937500 1664875774.5739
MEM 1823.625000 1664875774.6742
MEM 1822.722656 1664875774.7745
MEM 1674.761719 1664875774.8749
MEM 1738.050781 1664875774.9752
MEM 1733.414062 1664875775.0755
MEM 1625.000000 1664875775.1758
MEM 1896.789062 1664875775.2761
MEM 1648.703125 1664875775.3764
MEM 1759.261719 1664875775.4767
MEM 1893.683594 1664875775.5770
MEM 1646.695312 1664875775.6773
MEM 1739.722656 1664875775.7778
MEM 1896.500000 1664875775.8781
MEM 1723.910156 1664875775.9783
MEM 1679.941406 1664875776.0786
MEM 1742.074219 1664875776.1789
MEM 1634.824219 1664875776.2792
MEM 1625.031250 1664875776.3795
MEM 1896.820312 1664875776.4798
MEM 1645.906250 1664875776.5801
MEM 1713.195312 1664875776.6804
MEM 1735.906250 1664875776.7807
MEM 1646.421875 1664875776.8810
MEM 1661.632812 1664875776.9813
MEM 1873.718750 1664875777.0816
MEM 1637.656250 1664875777.1819
MEM 1678.089844 1664875777.2822
MEM 1887.894531 1664875777.3824
MEM 1641.601562 1664875777.4827
MEM 1669.703125 1664875777.5831
MEM 1896.898438 1664875777.6833
MEM 1653.460938 1664875777.7836
MEM 1773.300781 1664875777.8838
MEM 1921.617188 1664875777.9842
MEM 1646.242188 1664875778.0845
MEM 1737.980469 1664875778.1848
MEM 1783.984375 1664875778.2851
MEM 1653.460938 1664875778.3854
MEM 1773.300781 1664875778.4857
MEM 1725.339844 1664875778.5863
MEM 1697.621094 1664875778.6867
MEM 1784.222656 1664875778.7870
MEM 1638.843750 1664875778.8873
MEM 1688.300781 1664875778.9876
MEM 1730.136719 1664875779.0879
MEM 1653.613281 1664875779.1882
MEM 1773.453125 1664875779.2885
MEM 1914.566406 1664875779.3888
MEM 1822.972656 1664875779.4891
MEM 1658.769531 1664875779.5894
MEM 1674.699219 1664875779.6898
MEM 1766.980469 1664875779.7901
MEM 1477.343750 1664875779.8903
MEM 1477.343750 1664875779.9906
MEM 1477.343750 1664875780.0908
MEM 1477.343750 1664875780.1911
MEM 1477.343750 1664875780.2913
MEM 1477.343750 1664875780.3916
MEM 1477.343750 1664875780.4919
MEM 1430.550781 1664875780.5922
MEM 1430.550781 1664875780.6924
MEM 1433.199219 1664875780.7927
MEM 1433.199219 1664875780.8930
MEM 1433.199219 1664875780.9933
MEM 1433.199219 1664875781.0935
MEM 1433.199219 1664875781.1938
MEM 1433.199219 1664875781.2941
MEM 1433.199219 1664875781.3944
MEM 1433.199219 1664875781.4947
MEM 1433.199219 1664875781.5949
MEM 1433.199219 1664875781.6952
MEM 1433.199219 1664875781.7955
MEM 1037.894531 1664875781.8958
MEM 691.804688 1664875781.9961
MEM 692.058594 1664875782.0963
MEM 692.316406 1664875782.1966
MEM 692.828125 1664875782.2968
MEM 693.082031 1664875782.3971
MEM 693.597656 1664875782.4973
MEM 693.597656 1664875782.5976
MEM 693.597656 1664875782.6978
MEM 693.597656 1664875782.7981
MEM 714.734375 1664875782.8984
MEM 821.714844 1664875782.9987
MEM 1015.000000 1664875783.0991
MEM 772.996094 1664875783.1994
MEM 941.093750 1664875783.2999
MEM 990.546875 1664875783.4004
MEM 825.832031 1664875783.5008
MEM 1013.800781 1664875783.6013
MEM 1089.074219 1664875783.7018
MEM 934.410156 1664875783.8021
MEM 1002.082031 1664875783.9024
MEM 1092.671875 1664875784.0028
MEM 1039.320312 1664875784.1031
MEM 1136.082031 1664875784.2035
MEM 1171.824219 1664875784.3038
MEM 1117.675781 1664875784.4041
MEM 1299.714844 1664875784.5044
MEM 1107.707031 1664875784.6047
MEM 1227.085938 1664875784.7050
MEM 1321.542969 1664875784.8054
MEM 1177.371094 1664875784.9057
MEM 1360.632812 1664875785.0060
MEM 1352.578125 1664875785.1063
MEM 1306.476562 1664875785.2066
MEM 1440.343750 1664875785.3069
MEM 1297.152344 1664875785.4072
MEM 1431.988281 1664875785.5075
MEM 1603.617188 1664875785.6077
MEM 1656.500000 1664875785.7080
MEM 1404.464844 1664875785.8083
MEM 1515.097656 1664875785.9086
MEM 1634.164062 1664875786.0089
MEM 1691.707031 1664875786.1092
MEM 1542.394531 1664875786.2095
MEM 1515.636719 1664875786.3098
MEM 1629.468750 1664875786.4101
MEM 1709.218750 1664875786.5104
MEM 1749.179688 1664875786.6106
MEM 1499.117188 1664875786.7109
MEM 1561.707031 1664875786.8112
MEM 1762.582031 1664875786.9115
MEM 1782.453125 1664875787.0118
MEM 1805.656250 1664875787.1121
MEM 1556.550781 1664875787.2124
MEM 1679.750000 1664875787.3127
MEM 1775.804688 1664875787.4130
MEM 1826.820312 1664875787.5132
MEM 1850.730469 1664875787.6135
MEM 1781.023438 1664875787.7139
MEM 1617.078125 1664875787.8142
MEM 1756.238281 1664875787.9145
MEM 1863.535156 1664875788.0148
MEM 1875.355469 1664875788.1151
MEM 1830.464844 1664875788.2154
MEM 1670.386719 1664875788.3157
MEM 1683.992188 1664875788.4160
MEM 1894.167969 1664875788.5164
MEM 1908.257812 1664875788.6167
MEM 1929.140625 1664875788.7170
MEM 1649.246094 1664875788.8173
MEM 1708.757812 1664875788.9176
MEM 1872.164062 1664875789.0180
MEM 1731.628906 1664875789.1182
MEM 1709.574219 1664875789.2185
MEM 1795.792969 1664875789.3189
MEM 1901.550781 1664875789.4192
MEM 1648.472656 1664875789.5194
MEM 1684.566406 1664875789.6197
MEM 1895.550781 1664875789.7200
MEM 1642.285156 1664875789.8203
MEM 1632.750000 1664875789.9207
MEM 1891.550781 1664875790.0209
MEM 1642.027344 1664875790.1212
MEM 1693.753906 1664875790.2215
MEM 1876.160156 1664875790.3218
MEM 1741.628906 1664875790.4221
MEM 1662.136719 1664875790.5224
MEM 1738.449219 1664875790.6226
MEM 1830.464844 1664875790.7230
MEM 1676.316406 1664875790.8233
MEM 1706.796875 1664875790.9237
MEM 1837.746094 1664875791.0240
MEM 1731.488281 1664875791.1243
MEM 1879.441406 1664875791.2246
MEM 1648.988281 1664875791.3249
MEM 1692.558594 1664875791.4252
MEM 1747.628906 1664875791.5255
MEM 1662.136719 1664875791.6258
MEM 1780.945312 1664875791.7261
MEM 1908.078125 1664875791.8264
MEM 1918.132812 1664875791.9267
MEM 1647.183594 1664875792.0270
MEM 1650.019531 1664875792.1272
MEM 1903.550781 1664875792.2275
MEM 1648.730469 1664875792.3278
MEM 1724.226562 1664875792.4281
MEM 1900.742188 1664875792.5283
MEM 1774.777344 1664875792.6287
MEM 1712.925781 1664875792.7289
MEM 1860.160156 1664875792.8293
MEM 1644.605469 1664875792.9295
MEM 1646.410156 1664875793.0298
MEM 1904.542969 1664875793.1301
MEM 1658.011719 1664875793.2304
MEM 1744.636719 1664875793.3307
MEM 1830.464844 1664875793.4311
MEM 1668.582031 1664875793.5314
MEM 1711.472656 1664875793.6317
MEM 1731.628906 1664875793.7321
MEM 1698.230469 1664875793.8324
MEM 1806.511719 1664875793.9327
MEM 1787.628906 1664875794.0330
MEM 1666.003906 1664875794.1333
MEM 1657.472656 1664875794.2336
MEM 1819.304688 1664875794.3339
MEM 1693.750000 1664875794.4342
MEM 1904.542969 1664875794.5344
MEM 1653.886719 1664875794.6347
MEM 1727.105469 1664875794.7350
MEM 1830.464844 1664875794.8353
MEM 1673.222656 1664875794.9355
MEM 1726.011719 1664875795.0358
MEM 1915.546875 1664875795.1361
MEM 1929.210938 1664875795.2364
MEM 1656.722656 1664875795.3367
MEM 1760.835938 1664875795.4370
MEM 1929.210938 1664875795.5373
MEM 1654.402344 1664875795.6376
MEM 1728.394531 1664875795.7379
MEM 1830.464844 1664875795.8382
MEM 1678.121094 1664875795.9385
MEM 1768.511719 1664875796.0389
MEM 1640.996094 1664875796.1392
MEM 1641.265625 1664875796.2395
MEM 1920.269531 1664875796.3398
MEM 1642.027344 1664875796.4400
MEM 1632.750000 1664875796.5404
MEM 1887.550781 1664875796.6407
MEM 1650.535156 1664875796.7410
MEM 1692.300781 1664875796.8413
MEM 1904.542969 1664875796.9416
MEM 1655.175781 1664875797.0419
MEM 1733.839844 1664875797.1422
MEM 1781.152344 1664875797.2426
MEM 1622.363281 1664875797.3429
MEM 1682.203125 1664875797.4433
MEM 1592.199219 1664875797.5435
MEM 1593.953125 1664875797.6439
MEM 1855.230469 1664875797.7442
MEM 1534.378906 1664875797.8444
MEM 1534.378906 1664875797.9446
MEM 1534.378906 1664875798.0449
MEM 1534.378906 1664875798.1452
MEM 1534.378906 1664875798.2454
MEM 1534.378906 1664875798.3457
MEM 1534.378906 1664875798.4460
MEM 743.328125 1664875798.5463
MEM 694.003906 1664875798.6465
MEM 694.003906 1664875798.7468
MEM 694.257812 1664875798.8470
MEM 694.511719 1664875798.9472
MEM 695.023438 1664875799.0474
MEM 695.023438 1664875799.1477
MEM 695.023438 1664875799.2480
MEM 695.023438 1664875799.3483
MEM 695.796875 1664875799.4485
MEM 838.171875 1664875799.5489
MEM 707.242188 1664875799.6492
MEM 966.949219 1664875799.7496
MEM 716.265625 1664875799.8499
MEM 942.328125 1664875799.9502
MEM 811.511719 1664875800.0505
MEM 907.589844 1664875800.1508
MEM 931.054688 1664875800.2512
MEM 803.550781 1664875800.3515
MEM 1066.160156 1664875800.4518
MEM 805.898438 1664875800.5521
MEM 904.503906 1664875800.6524
MEM 1011.750000 1664875800.7527
MEM 861.054688 1664875800.8530
MEM 1028.535156 1664875800.9533
MEM 916.890625 1664875801.0536
MEM 1050.179688 1664875801.1539
MEM 1137.035156 1664875801.2543
MEM 954.863281 1664875801.3545
MEM 1214.222656 1664875801.4548
MEM 1001.179688 1664875801.5551
MEM 1097.492188 1664875801.6555
MEM 1177.605469 1664875801.7558
MEM 1054.429688 1664875801.8561
MEM 1144.933594 1664875801.9564
MEM 1115.273438 1664875802.0567
MEM 1230.695312 1664875802.1570
MEM 1320.136719 1664875802.2573
MEM 1156.148438 1664875802.3576
MEM 1419.687500 1664875802.4580
MEM 1199.402344 1664875802.5583
MEM 1486.121094 1664875802.6586
MEM 1261.734375 1664875802.7588
MEM 1436.808594 1664875802.8592
MEM 1312.292969 1664875802.9595
MEM 1294.933594 1664875803.0597
MEM 1563.902344 1664875803.1600
MEM 1361.648438 1664875803.2603
MEM 1585.132812 1664875803.3607
MEM 1476.636719 1664875803.4610
MEM 1623.621094 1664875803.5614
MEM 1673.535156 1664875803.6617
MEM 1453.570312 1664875803.7620
MEM 1574.464844 1664875803.8623
MEM 1486.257812 1664875803.9627
MEM 1615.710938 1664875804.0630
MEM 1701.667969 1664875804.1632
MEM 1548.070312 1664875804.2634
MEM 1784.343750 1664875804.3637
MEM 1794.394531 1664875804.4640
MEM 1711.472656 1664875804.5643
MEM 1748.417969 1664875804.6646
MEM 1699.347656 1664875804.7649
MEM 1560.187500 1664875804.8653
MEM 1667.152344 1664875804.9655
MEM 1734.335938 1664875805.0658
MEM 1827.011719 1664875805.1661
MEM 1607.824219 1664875805.2663
MEM 1811.027344 1664875805.3666
MEM 1736.789062 1664875805.4670
MEM 1634.464844 1664875805.5672
MEM 1782.898438 1664875805.6675
MEM 1769.109375 1664875805.7678
MEM 1735.367188 1664875805.8681
MEM 1829.000000 1664875805.9684
MEM 1608.855469 1664875806.0687
MEM 1853.699219 1664875806.1690
MEM 1782.898438 1664875806.2693
MEM 1760.902344 1664875806.3697
MEM 1854.433594 1664875806.4700
MEM 1766.898438 1664875806.5703
MEM 1645.238281 1664875806.6707
MEM 1593.386719 1664875806.7709
MEM 1809.031250 1664875806.8712
MEM 1600.863281 1664875806.9715
MEM 1684.019531 1664875807.0718
MEM 1585.140625 1664875807.1722
MEM 1782.898438 1664875807.2725
MEM 1698.183594 1664875807.3729
MEM 1593.902344 1664875807.4732
MEM 1696.789062 1664875807.5735
MEM 1590.941406 1664875807.6738
MEM 1697.046875 1664875807.7741
MEM 1781.109375 1664875807.8744
MEM 1585.394531 1664875807.9747
MEM 1586.683594 1664875808.0749
MEM 1586.683594 1664875808.1752
MEM 1586.683594 1664875808.2754
MEM 1586.683594 1664875808.3757
MEM 1586.683594 1664875808.4759
MEM 1586.683594 1664875808.5761
MEM 1586.683594 1664875808.6764
MEM 1586.683594 1664875808.7766
MEM 1586.683594 1664875808.8769
MEM 1586.683594 1664875808.9771
MEM 1586.683594 1664875809.0773
MEM 1586.683594 1664875809.1776
MEM 1586.683594 1664875809.2778
MEM 1586.683594 1664875809.3781
MEM 1586.683594 1664875809.4783
MEM 1586.683594 1664875809.5785
MEM 1586.683594 1664875809.6788
MEM 1586.683594 1664875809.7790
MEM 1586.683594 1664875809.8792
MEM 1586.683594 1664875809.9794
MEM 697.085938 1664875810.0797
MEM 697.339844 1664875810.1801
MEM 697.339844 1664875810.2804
MEM 697.593750 1664875810.3806
MEM 698.109375 1664875810.4809
MEM 698.363281 1664875810.5811
MEM 698.363281 1664875810.6814
MEM 698.363281 1664875810.7816
MEM 698.363281 1664875810.8818
MEM 743.218750 1664875810.9822
MEM 773.554688 1664875811.0825
MEM 938.929688 1664875811.1828
MEM 880.882812 1664875811.2831
MEM 1080.816406 1664875811.3834
MEM 817.917969 1664875811.4837
MEM 952.910156 1664875811.5840
MEM 1044.496094 1664875811.6844
MEM 890.304688 1664875811.7847
MEM 978.730469 1664875811.8850
MEM 1132.230469 1664875811.9853
MEM 1059.707031 1664875812.0856
MEM 1265.031250 1664875812.1859
MEM 1062.015625 1664875812.2862
MEM 1190.546875 1664875812.3865
MEM 1198.093750 1664875812.4868
MEM 1120.480469 1664875812.5871
MEM 1236.695312 1664875812.6874
MEM 1340.636719 1664875812.7877
MEM 1188.746094 1664875812.8880
MEM 1283.167969 1664875812.9884
MEM 1416.175781 1664875813.0887
MEM 1350.753906 1664875813.1890
MEM 1555.261719 1664875813.2892
MEM 1356.957031 1664875813.3895
MEM 1435.531250 1664875813.4898
MEM 1528.781250 1664875813.5902
MEM 1421.867188 1664875813.6904
MEM 1562.832031 1664875813.7907
MEM 1619.750000 1664875813.8911
MEM 1469.761719 1664875813.9914
MEM 1577.984375 1664875814.0916
MEM 1652.632812 1664875814.1920
MEM 1520.492188 1664875814.2923
MEM 1647.792969 1664875814.3926
MEM 1789.027344 1664875814.4929
MEM 1790.832031 1664875814.5931
MEM 1637.105469 1664875814.6934
MEM 1560.652344 1664875814.7937
MEM 1673.730469 1664875814.8940
MEM 1758.359375 1664875814.9943
MEM 1820.945312 1664875815.0946
MEM 1833.058594 1664875815.1949
MEM 1785.191406 1664875815.2953
MEM 1624.531250 1664875815.3956
MEM 1716.695312 1664875815.4959
MEM 1856.601562 1664875815.5962
MEM 1906.402344 1664875815.6965
MEM 1928.574219 1664875815.7967
MEM 1648.707031 1664875815.8970
MEM 1686.550781 1664875815.9973
MEM 1879.148438 1664875816.0976
MEM 1899.191406 1664875816.1979
MEM 1937.281250 1664875816.2982
MEM 1701.757812 1664875816.3985
MEM 1734.500000 1664875816.4988
MEM 1899.125000 1664875816.5991
MEM 1955.339844 1664875816.6993
MEM 1695.312500 1664875816.7996
MEM 1686.554688 1664875816.8999
MEM 1896.832031 1664875817.0002
MEM 1908.886719 1664875817.1005
MEM 1962.113281 1664875817.2008
MEM 1712.898438 1664875817.3010
MEM 1780.445312 1664875817.4013
MEM 1823.828125 1664875817.5017
MEM 1725.015625 1664875817.6020
MEM 1738.050781 1664875817.7023
MEM 1950.804688 1664875817.8025
MEM 1887.929688 1664875817.9029
MEM 1737.906250 1664875818.0032
MEM 1785.257812 1664875818.1035
MEM 1962.089844 1664875818.2038
MEM 1713.671875 1664875818.3041
MEM 1785.085938 1664875818.4043
MEM 1958.929688 1664875818.5046
MEM 1706.453125 1664875818.6048
MEM 1747.187500 1664875818.7051
MEM 1830.535156 1664875818.8054
MEM 1718.054688 1664875818.9057
MEM 1788.953125 1664875819.0060
MEM 1821.210938 1664875819.1063
MEM 1767.812500 1664875819.2065
MEM 1874.906250 1664875819.3069
MEM 1836.046875 1664875819.4072
MEM 1779.414062 1664875819.5075
MEM 1928.457031 1664875819.6078
MEM 1887.929688 1664875819.7082
MEM 1764.460938 1664875819.8085
MEM 1905.625000 1664875819.9088
MEM 1981.667969 1664875820.0091
MEM 1700.265625 1664875820.1093
MEM 1690.214844 1664875820.2097
MEM 1962.007812 1664875820.3100
MEM 1714.960938 1664875820.4103
MEM 1810.609375 1664875820.5105
MEM 1887.929688 1664875820.6109
MEM 1737.390625 1664875820.7112
MEM 1787.257812 1664875820.8115
MEM 1700.265625 1664875820.9118
MEM 1690.214844 1664875821.0122
MEM 1962.007812 1664875821.1125
MEM 1715.992188 1664875821.2128
MEM 1813.703125 1664875821.3132
MEM 1887.929688 1664875821.4135
MEM 1752.859375 1664875821.5137
MEM 1857.257812 1664875821.6141
MEM 1702.843750 1664875821.7144
MEM 1757.714844 1664875821.8147
MEM 1935.089844 1664875821.9148
MEM 1848.101562 1664875822.0152
MEM 1782.582031 1664875822.1155
MEM 1896.980469 1664875822.2158
MEM 1706.269531 1664875822.3161
MEM 1739.011719 1664875822.4164
MEM 1888.003906 1664875822.5167
MEM 1731.535156 1664875822.6170
MEM 1763.605469 1664875822.7174
MEM 1700.339844 1664875822.8176
MEM 1727.578125 1664875822.9180
MEM 1937.671875 1664875823.0182
MEM 1879.902344 1664875823.1186
MEM 1723.285156 1664875823.2189
MEM 1838.484375 1664875823.3192
MEM 1941.699219 1664875823.4195
MEM 1953.714844 1664875823.5197
MEM 1888.003906 1664875823.6200
MEM 1736.949219 1664875823.7203
MEM 1775.109375 1664875823.8206
MEM 1701.886719 1664875823.9209
MEM 1707.558594 1664875824.0212
MEM 1962.082031 1664875824.1214
MEM 1720.191406 1664875824.2217
MEM 1813.777344 1664875824.3220
MEM 1828.812500 1664875824.4223
MEM 1774.589844 1664875824.5226
MEM 1833.332031 1664875824.6229
MEM 1870.421875 1664875824.7232
MEM 1751.289062 1664875824.8235
MEM 1959.089844 1664875824.9238
MEM 1707.816406 1664875825.0241
MEM 1761.441406 1664875825.1244
MEM 1835.902344 1664875825.2247
MEM 1721.996094 1664875825.3250
MEM 1816.433594 1664875825.4253
MEM 1888.050781 1664875825.5256
MEM 1690.289062 1664875825.6259
MEM 1690.289062 1664875825.7261
MEM 1690.289062 1664875825.8263
MEM 1690.289062 1664875825.9266
MEM 1690.289062 1664875826.0268
MEM 1690.289062 1664875826.1271
MEM 1690.289062 1664875826.2273
MEM 800.730469 1664875826.3275
MEM 800.730469 1664875826.4277
MEM 800.730469 1664875826.5280
MEM 800.730469 1664875826.6283
MEM 800.984375 1664875826.7287
MEM 800.984375 1664875826.8290
MEM 800.984375 1664875826.9292
MEM 800.984375 1664875827.0295
MEM 800.984375 1664875827.1298
MEM 854.328125 1664875827.2302
MEM 808.718750 1664875827.3304
MEM 1097.500000 1664875827.4307
MEM 881.878906 1664875827.5310
MEM 1048.382812 1664875827.6314
MEM 990.386719 1664875827.7317
MEM 910.375000 1664875827.8320
MEM 1171.886719 1664875827.9323
MEM 921.976562 1664875828.0326
MEM 1097.878906 1664875828.1329
MEM 977.707031 1664875828.2333
MEM 910.847656 1664875828.3336
MEM 1175.703125 1664875828.4339
MEM 903.882812 1664875828.5344
MEM 1101.640625 1664875828.6350
MEM 928.535156 1664875828.7354
MEM 1101.804688 1664875828.8359
MEM 977.738281 1664875828.9362
MEM 1107.589844 1664875829.0365
MEM 1188.902344 1664875829.1368
MEM 1015.300781 1664875829.2371
MEM 1171.246094 1664875829.3374
MEM 1062.679688 1664875829.4377
MEM 1195.824219 1664875829.5380
MEM 1289.007812 1664875829.6384
MEM 1118.824219 1664875829.7387
MEM 1200.687500 1664875829.8390
MEM 1137.128906 1664875829.9392
MEM 1348.238281 1664875830.0395
MEM 1217.250000 1664875830.1398
MEM 1397.679688 1664875830.2401
MEM 1249.363281 1664875830.3405
MEM 1363.269531 1664875830.4408
MEM 1433.125000 1664875830.5411
MEM 1311.949219 1664875830.6414
MEM 1496.562500 1664875830.7418
MEM 1374.066406 1664875830.8421
MEM 1356.234375 1664875830.9424
MEM 1644.757812 1664875831.0427
MEM 1440.480469 1664875831.1430
MEM 1644.886719 1664875831.2433
MEM 1498.214844 1664875831.3437
MEM 1629.160156 1664875831.4440
MEM 1696.539062 1664875831.5443
MEM 1512.292969 1664875831.6446
MEM 1648.218750 1664875831.7449
MEM 1546.011719 1664875831.8453
MEM 1720.753906 1664875831.9456
MEM 1762.730469 1664875832.0459
MEM 1562.250000 1664875832.1462
MEM 1717.660156 1664875832.2466
MEM 1570.500000 1664875832.3469
MEM 1747.074219 1664875832.4472
MEM 1812.812500 1664875832.5475
MEM 1570.500000 1664875832.6478
MEM 1670.949219 1664875832.7481
MEM 1782.089844 1664875832.8484
MEM 1571.273438 1664875832.9487
MEM 1743.769531 1664875833.0492
MEM 1570.500000 1664875833.1495
MEM 1702.753906 1664875833.2499
MEM 1768.730469 1664875833.3502
MEM 1559.671875 1664875833.4504
MEM 1743.769531 1664875833.5508
MEM 1603.355469 1664875833.6511
MEM 1554.000000 1664875833.7514
MEM 1681.660156 1664875833.8517
MEM 1570.500000 1664875833.9520
MEM 1711.269531 1664875834.0523
MEM 1792.730469 1664875834.1526
MEM 1568.179688 1664875834.2529
MEM 1743.769531 1664875834.3533
MEM 1634.859375 1664875834.4536
MEM 1556.062500 1664875834.5539
MEM 1697.660156 1664875834.6542
MEM 1591.832031 1664875834.7546
MEM 1546.011719 1664875834.8549
MEM 1546.781250 1664875834.9551
MEM 1546.781250 1664875835.0554
MEM 1546.781250 1664875835.1556
MEM 1546.781250 1664875835.2559
MEM 1546.781250 1664875835.3561
MEM 1546.781250 1664875835.4564
MEM 1546.781250 1664875835.5566
MEM 1546.781250 1664875835.6569
MEM 1546.781250 1664875835.7571
MEM 1546.781250 1664875835.8573
MEM 1546.781250 1664875835.9576
MEM 1546.781250 1664875836.0578
MEM 1546.781250 1664875836.1580
MEM 1547.039062 1664875836.2583
MEM 1547.039062 1664875836.3585
MEM 1547.039062 1664875836.4587
MEM 1547.039062 1664875836.5589
MEM 1547.039062 1664875836.6591
MEM 1547.039062 1664875836.7593
MEM 1102.023438 1664875836.8596
MEM 755.980469 1664875836.9599
MEM 755.980469 1664875837.0602
MEM 756.234375 1664875837.1608
MEM 756.234375 1664875837.2611
MEM 756.234375 1664875837.3616
MEM 757.511719 1664875837.4622
MEM 757.511719 1664875837.5626
MEM 757.511719 1664875837.6629
MEM 757.511719 1664875837.7631
MEM 757.511719 1664875837.8633
MEM 765.500000 1664875837.9636
MEM 888.476562 1664875838.0639
MEM 1079.589844 1664875838.1642
MEM 824.738281 1664875838.2645
MEM 940.718750 1664875838.3648
MEM 1022.781250 1664875838.4652
MEM 890.648438 1664875838.5655
