CMDLINE /home/anthony/anaconda3/envs/thesis/bin/python3.10 test-profiler.py
MEM 1725.359375 1664877306.7300
MEM 1597.183594 1664877306.8303
MEM 1691.128906 1664877306.9307
MEM 1822.535156 1664877307.0310
MEM 1588.875000 1664877307.1312
MEM 1626.777344 1664877307.2316
MEM 1816.644531 1664877307.3319
MEM 1876.687500 1664877307.4321
MEM 1587.199219 1664877307.5324
MEM 1586.695312 1664877307.6327
MEM 1807.394531 1664877307.7330
MEM 1587.789062 1664877307.8333
MEM 1577.542969 1664877307.9337
MEM 1849.417969 1664877308.0340
MEM 1553.789062 1664877308.1343
MEM 1651.757812 1664877308.2346
MEM 1725.792969 1664877308.3349
MEM 1578.023438 1664877308.4352
MEM 1686.269531 1664877308.5355
MEM 1540.714844 1664877308.6358
MEM 1595.843750 1664877308.7361
MEM 1671.062500 1664877308.8365
MEM 1560.386719 1664877308.9368
MEM 1618.261719 1664877309.0370
MEM 1681.738281 1664877309.1374
MEM 1620.972656 1664877309.2377
MEM 1754.343750 1664877309.3380
MEM 1545.691406 1664877309.4383
MEM 1597.769531 1664877309.5386
MEM 1752.343750 1664877309.6389
MEM 1784.535156 1664877309.7392
MEM 1538.730469 1664877309.8395
MEM 1528.421875 1664877309.9398
MEM 1782.148438 1664877310.0401
MEM 1538.730469 1664877310.1404
MEM 1528.421875 1664877310.2407
MEM 1779.871094 1664877310.3410
MEM 1537.183594 1664877310.4412
MEM 1528.421875 1664877310.5416
MEM 1780.343750 1664877310.6418
MEM 1653.062500 1664877310.7422
MEM 1559.101562 1664877310.8425
MEM 1701.382812 1664877310.9428
MEM 1682.234375 1664877311.0431
MEM 1606.425781 1664877311.1434
MEM 1726.007812 1664877311.2437
MEM 1815.742188 1664877311.3439
MEM 1835.593750 1664877311.4442
MEM 1592.324219 1664877311.5444
MEM 1665.769531 1664877311.6447
MEM 1834.097656 1664877311.7450
MEM 1729.437500 1664877311.8453
MEM 1696.882812 1664877311.9456
MEM 1785.128906 1664877312.0460
MEM 1859.105469 1664877312.1462
MEM 1732.339844 1664877312.2465
MEM 1726.015625 1664877312.3468
MEM 1833.089844 1664877312.4472
MEM 1895.238281 1664877312.5475
MEM 1758.609375 1664877312.6477
MEM 1707.789062 1664877312.7480
MEM 1851.339844 1664877312.8483
MEM 1799.519531 1664877312.9487
MEM 1726.167969 1664877313.0490
MEM 1867.414062 1664877313.1493
MEM 1637.554688 1664877313.2495
MEM 1627.503906 1664877313.3499
MEM 1899.425781 1664877313.4502
MEM 1649.933594 1664877313.5505
MEM 1726.761719 1664877313.6508
MEM 1895.375000 1664877313.7512
MEM 1825.031250 1664877313.8514
MEM 1675.972656 1664877313.9517
MEM 1701.554688 1664877314.0522
MEM 1887.406250 1664877314.1525
MEM 1637.375000 1664877314.2527
MEM 1627.582031 1664877314.3531
MEM 1899.382812 1664877314.4534
MEM 1648.460938 1664877314.5536
MEM 1726.277344 1664877314.6539
MEM 1867.570312 1664877314.7542
MEM 1800.523438 1664877314.8545
MEM 1712.218750 1664877314.9553
MEM 1790.230469 1664877315.0556
MEM 1770.300781 1664877315.1559
MEM 1660.656250 1664877315.2562
MEM 1677.101562 1664877315.3565
MEM 1893.492188 1664877315.4568
MEM 1825.257812 1664877315.5571
MEM 1680.582031 1664877315.6573
MEM 1785.738281 1664877315.7577
MEM 1792.453125 1664877315.8580
MEM 1662.613281 1664877315.9583
MEM 1653.562500 1664877316.0586
MEM 1797.644531 1664877316.1589
MEM 1726.550781 1664877316.2593
MEM 1885.796875 1664877316.3595
MEM 1638.453125 1664877316.4598
MEM 1677.175781 1664877316.5602
MEM 1897.761719 1664877316.6604
MEM 1643.171875 1664877316.7607
MEM 1707.582031 1664877316.8610
MEM 1752.683594 1664877316.9613
MEM 1331.703125 1664877317.0616
MEM 1331.703125 1664877317.1618
MEM 1334.218750 1664877317.2621
MEM 1334.218750 1664877317.3623
MEM 1334.218750 1664877317.4626
MEM 1334.218750 1664877317.5628
MEM 1334.472656 1664877317.6631
MEM 1334.472656 1664877317.7633
MEM 1334.472656 1664877317.8635
MEM 1334.472656 1664877317.9638
MEM 1334.472656 1664877318.0640
MEM 1334.472656 1664877318.1643
MEM 1336.472656 1664877318.2645
MEM 1336.726562 1664877318.3647
MEM 1338.578125 1664877318.4650
MEM 1340.378906 1664877318.5652
MEM 1340.894531 1664877318.6654
MEM 1340.894531 1664877318.7657
MEM 1341.152344 1664877318.8659
MEM 1341.152344 1664877318.9662
MEM 1341.152344 1664877319.0664
MEM 1341.152344 1664877319.1666
MEM 1341.152344 1664877319.2669
MEM 1341.152344 1664877319.3671
MEM 1341.152344 1664877319.4674
MEM 1341.152344 1664877319.5677
MEM 1342.175781 1664877319.6679
MEM 1343.207031 1664877319.7682
MEM 1343.980469 1664877319.8685
MEM 1346.238281 1664877319.9687
MEM 1346.238281 1664877320.0689
MEM 1347.011719 1664877320.1692
MEM 1347.011719 1664877320.2695
MEM 1347.269531 1664877320.3697
MEM 1347.269531 1664877320.4700
MEM 1347.269531 1664877320.5703
MEM 1347.269531 1664877320.6706
MEM 1347.269531 1664877320.7709
MEM 1371.628906 1664877320.8711
MEM 1459.199219 1664877320.9714
MEM 1467.417969 1664877321.0717
MEM 1519.093750 1664877321.1720
MEM 1545.125000 1664877321.2723
MEM 1401.953125 1664877321.3726
MEM 1674.863281 1664877321.4729
MEM 1411.878906 1664877321.5732
MEM 1612.609375 1664877321.6735
MEM 1456.652344 1664877321.7738
MEM 1587.734375 1664877321.8742
MEM 1413.144531 1664877321.9746
MEM 1704.652344 1664877322.0750
MEM 1453.496094 1664877322.1754
MEM 1693.660156 1664877322.2759
MEM 1453.140625 1664877322.3762
MEM 1676.304688 1664877322.4767
MEM 1644.820312 1664877322.5771
MEM 1535.097656 1664877322.6775
MEM 1693.035156 1664877322.7779
MEM 1507.769531 1664877322.8782
MEM 1634.175781 1664877322.9786
MEM 1523.015625 1664877323.0789
MEM 1608.957031 1664877323.1793
MEM 1488.679688 1664877323.2796
MEM 1693.031250 1664877323.3799
MEM 1608.136719 1664877323.4803
MEM 1658.058594 1664877323.5808
MEM 1730.984375 1664877323.6812
MEM 1558.160156 1664877323.7814
MEM 1691.078125 1664877323.8817
MEM 1535.015625 1664877323.9820
MEM 1693.031250 1664877324.0823
MEM 1566.558594 1664877324.1827
MEM 1742.472656 1664877324.2831
MEM 1602.101562 1664877324.3834
MEM 1786.445312 1664877324.4837
MEM 1808.617188 1664877324.5840
MEM 1555.582031 1664877324.6843
MEM 1817.199219 1664877324.7846
MEM 1713.500000 1664877324.8849
MEM 1746.511719 1664877324.9852
MEM 1555.839844 1664877325.0855
MEM 1841.386719 1664877325.1858
MEM 1578.785156 1664877325.2861
MEM 1833.398438 1664877325.3864
MEM 1839.214844 1664877325.4866
MEM 1620.234375 1664877325.5869
MEM 1869.890625 1664877325.6872
MEM 1779.281250 1664877325.7875
MEM 1616.109375 1664877325.8878
MEM 1697.332031 1664877325.9881
MEM 1771.175781 1664877326.0884
MEM 1557.902344 1664877326.1887
MEM 1816.679688 1664877326.2890
MEM 1596.574219 1664877326.3893
MEM 1653.636719 1664877326.4896
MEM 1730.519531 1664877326.5899
MEM 1608.890625 1664877326.6902
MEM 1866.019531 1664877326.7905
MEM 1568.214844 1664877326.8908
MEM 1731.847656 1664877326.9912
MEM 1594.199219 1664877327.0916
MEM 1856.121094 1664877327.1921
MEM 1861.902344 1664877327.2924
MEM 1612.242188 1664877327.3926
MEM 1739.847656 1664877327.4930
MEM 1634.019531 1664877327.5934
MEM 1701.847656 1664877327.6937
MEM 1799.394531 1664877327.7940
MEM 1613.789062 1664877327.8942
MEM 1751.847656 1664877327.9945
MEM 1594.199219 1664877328.0949
MEM 1791.957031 1664877328.1952
MEM 1697.816406 1664877328.2955
MEM 1878.695312 1664877328.3958
MEM 1601.703125 1664877328.4961
MEM 1866.152344 1664877328.5964
MEM 1616.140625 1664877328.6966
MEM 1791.988281 1664877328.7970
MEM 1779.425781 1664877328.8973
MEM 1611.500000 1664877328.9976
MEM 1767.878906 1664877329.0980
MEM 1643.554688 1664877329.1983
MEM 1603.507812 1664877329.2986
MEM 1866.152344 1664877329.3989
MEM 1643.468750 1664877329.4993
MEM 1791.988281 1664877329.5996
MEM 1753.273438 1664877329.6999
MEM 1607.632812 1664877329.8002
MEM 1697.507812 1664877329.9005
MEM 1841.343750 1664877330.0007
MEM 1841.429688 1664877330.1010
MEM 1702.191406 1664877330.2013
MEM 1814.117188 1664877330.3017
MEM 1889.035156 1664877330.4020
MEM 1904.988281 1664877330.5022
MEM 1854.761719 1664877330.6026
MEM 1725.335938 1664877330.7029
MEM 1890.750000 1664877330.8032
MEM 1912.289062 1664877330.9035
MEM 1934.203125 1664877331.0038
MEM 2002.976562 1664877331.1040
MEM 2011.156250 1664877331.2043
MEM 2039.000000 1664877331.3046
MEM 1768.847656 1664877331.4049
MEM 1927.300781 1664877331.5051
MEM 1983.757812 1664877331.6054
MEM 1996.578125 1664877331.7057
MEM 2042.843750 1664877331.8060
MEM 1802.046875 1664877331.9062
MEM 1902.441406 1664877332.0065
MEM 2039.214844 1664877332.1069
MEM 2061.355469 1664877332.2072
MEM 2101.316406 1664877332.3074
MEM 1851.746094 1664877332.4077
MEM 1898.167969 1664877332.5079
MEM 2059.988281 1664877332.6082
MEM 2079.882812 1664877332.7085
MEM 2119.843750 1664877332.8087
MEM 1901.187500 1664877332.9090
MEM 1945.609375 1664877333.0092
MEM 2101.394531 1664877333.1096
MEM 2113.414062 1664877333.2099
MEM 2135.328125 1664877333.3101
MEM 2063.000000 1664877333.4104
MEM 2012.246094 1664877333.5107
MEM 2095.972656 1664877333.6110
MEM 2146.953125 1664877333.7113
MEM 2170.914062 1664877333.8115
MEM 2153.410156 1664877333.9118
MEM 2022.500000 1664877334.0121
MEM 1991.304688 1664877334.1124
MEM 2160.722656 1664877334.2126
MEM 2182.894531 1664877334.3129
MEM 2187.519531 1664877334.4133
MEM 2023.015625 1664877334.5136
MEM 2175.023438 1664877334.6139
MEM 2183.523438 1664877334.7142
MEM 2202.300781 1664877334.8144
MEM 2222.152344 1664877334.9147
MEM 2236.960938 1664877335.0151
MEM 2081.996094 1664877335.1154
MEM 2236.839844 1664877335.2156
MEM 2223.597656 1664877335.3159
MEM 2237.644531 1664877335.4162
MEM 2278.378906 1664877335.5165
MEM 2286.402344 1664877335.6168
MEM 2122.414062 1664877335.7171
MEM 2236.824219 1664877335.8174
MEM 2287.281250 1664877335.9177
MEM 2294.500000 1664877336.0180
MEM 2333.171875 1664877336.1183
MEM 2289.023438 1664877336.2186
MEM 2216.457031 1664877336.3189
MEM 2308.792969 1664877336.4193
MEM 2342.496094 1664877336.5195
MEM 2366.718750 1664877336.6198
MEM 2329.175781 1664877336.7201
MEM 2217.945312 1664877336.8204
MEM 2385.164062 1664877336.9207
MEM 2400.171875 1664877337.0210
MEM 2416.031250 1664877337.1213
MEM 2434.800781 1664877337.2216
MEM 2280.867188 1664877337.3219
MEM 2292.285156 1664877337.4222
MEM 2459.519531 1664877337.5225
MEM 2471.589844 1664877337.6227
MEM 2533.464844 1664877337.7230
MEM 2308.652344 1664877337.8234
MEM 2353.453125 1664877337.9239
MEM 2435.484375 1664877338.0243
MEM 2438.511719 1664877338.1246
MEM 2462.230469 1664877338.2249
MEM 2492.328125 1664877338.3251
MEM 2532.289062 1664877338.4254
MEM 2499.183594 1664877338.5259
MEM 2386.968750 1664877338.6262
MEM 2335.925781 1664877338.7266
MEM 2482.382812 1664877338.8269
MEM 2504.164062 1664877338.9272
MEM 2533.648438 1664877339.0275
MEM 2381.039062 1664877339.1278
MEM 2362.695312 1664877339.2281
MEM 2479.535156 1664877339.3284
MEM 2495.683594 1664877339.4287
MEM 2533.683594 1664877339.5291
MEM 2374.078125 1664877339.6294
MEM 2335.925781 1664877339.7297
MEM 2441.574219 1664877339.8300
MEM 2358.351562 1664877339.9303
MEM 2386.710938 1664877340.0306
MEM 2510.253906 1664877340.1309
MEM 2506.535156 1664877340.2312
MEM 2434.664062 1664877340.3315
MEM 2498.910156 1664877340.4318
MEM 2535.062500 1664877340.5320
MEM 2469.574219 1664877340.6324
MEM 2362.218750 1664877340.7326
MEM 2407.078125 1664877340.8329
MEM 2540.292969 1664877340.9332
MEM 2558.316406 1664877341.0335
MEM 2352.937500 1664877341.1338
MEM 2398.527344 1664877341.2341
MEM 2508.546875 1664877341.3343
MEM 2516.472656 1664877341.4346
MEM 2560.492188 1664877341.5349
MEM 2347.523438 1664877341.6351
MEM 2347.781250 1664877341.7354
MEM 2518.222656 1664877341.8356
MEM 2495.574219 1664877341.9360
MEM 2357.062500 1664877342.0364
MEM 2392.382812 1664877342.1367
MEM 2516.160156 1664877342.2370
MEM 2536.277344 1664877342.3372
MEM 2423.320312 1664877342.4376
MEM 2392.023438 1664877342.5378
MEM 2517.125000 1664877342.6381
MEM 2439.574219 1664877342.7385
MEM 2353.710938 1664877342.8388
MEM 2360.671875 1664877342.9391
MEM 2516.300781 1664877343.0395
MEM 2533.683594 1664877343.1398
MEM 2362.734375 1664877343.2402
MEM 2411.718750 1664877343.3405
MEM 2514.328125 1664877343.4407
MEM 2520.152344 1664877343.5411
MEM 2533.683594 1664877343.6414
MEM 2373.046875 1664877343.7418
MEM 2434.664062 1664877343.8421
MEM 2558.308594 1664877343.9425
MEM 2355.000000 1664877344.0427
MEM 2379.750000 1664877344.1430
MEM 2524.328125 1664877344.2433
MEM 2530.390625 1664877344.3437
MEM 2459.574219 1664877344.4441
MEM 2351.390625 1664877344.5444
MEM 2335.925781 1664877344.6447
MEM 2491.683594 1664877344.7450
MEM 2345.460938 1664877344.8453
MEM 2434.664062 1664877344.9456
MEM 2459.488281 1664877345.0460
MEM 2533.683594 1664877345.1463
MEM 2373.562500 1664877345.2466
MEM 2341.726562 1664877345.3469
MEM 2527.683594 1664877345.4473
MEM 2372.789062 1664877345.5475
MEM 2360.457031 1664877345.6479
MEM 2511.683594 1664877345.7483
MEM 2370.468750 1664877345.8486
MEM 2393.367188 1664877345.9488
MEM 2583.023438 1664877346.0492
MEM 2357.835938 1664877346.1494
MEM 2434.664062 1664877346.2497
MEM 2558.218750 1664877346.3500
MEM 2360.156250 1664877346.4503
MEM 2434.664062 1664877346.5506
MEM 2540.328125 1664877346.6509
MEM 2558.218750 1664877346.7512
MEM 2361.703125 1664877346.8515
MEM 2434.664062 1664877346.9518
MEM 2566.984375 1664877347.0521
MEM 2348.039062 1664877347.1524
MEM 2339.015625 1664877347.2526
MEM 2558.218750 1664877347.3530
MEM 2356.289062 1664877347.4533
MEM 2400.632812 1664877347.5536
MEM 2556.988281 1664877347.6539
MEM 2483.574219 1664877347.7542
MEM 2368.664062 1664877347.8545
MEM 2335.925781 1664877347.9548
MEM 2453.121094 1664877348.0551
MEM 2421.000000 1664877348.1554
MEM 2514.328125 1664877348.2557
MEM 2540.082031 1664877348.3560
MEM 2335.925781 1664877348.4564
MEM 2533.683594 1664877348.5567
MEM 2362.218750 1664877348.6570
MEM 2434.664062 1664877348.7573
MEM 2533.683594 1664877348.8576
MEM 2415.328125 1664877348.9579
MEM 2470.246094 1664877349.0582
MEM 2523.566406 1664877349.1586
MEM 2434.664062 1664877349.2589
MEM 2540.328125 1664877349.3592
MEM 2286.546875 1664877349.4595
MEM 2287.316406 1664877349.5597
MEM 2287.316406 1664877349.6600
MEM 2287.316406 1664877349.7602
MEM 2287.316406 1664877349.8605
MEM 2287.316406 1664877349.9607
MEM 2287.316406 1664877350.0610
MEM 2287.316406 1664877350.1612
MEM 2287.316406 1664877350.2615
MEM 2287.316406 1664877350.3617
MEM 2287.316406 1664877350.4619
MEM 2287.316406 1664877350.5622
MEM 2287.316406 1664877350.6624
MEM 2287.316406 1664877350.7627
MEM 2287.316406 1664877350.8629
MEM 2287.316406 1664877350.9631
MEM 2287.316406 1664877351.0633
MEM 2287.316406 1664877351.1635
MEM 2287.316406 1664877351.2637
MEM 2287.316406 1664877351.3639
MEM 2287.316406 1664877351.4642
MEM 2287.316406 1664877351.5645
MEM 2287.316406 1664877351.6647
MEM 2287.316406 1664877351.7649
MEM 2287.316406 1664877351.8652
MEM 2287.316406 1664877351.9655
MEM 2287.574219 1664877352.0657
MEM 2287.574219 1664877352.1660
MEM 2287.574219 1664877352.2662
MEM 2287.574219 1664877352.3665
MEM 2287.574219 1664877352.4668
MEM 2287.574219 1664877352.5670
MEM 2287.574219 1664877352.6671
MEM 2287.574219 1664877352.7674
MEM 2188.820312 1664877352.8679
MEM 2188.820312 1664877352.9686
MEM 2188.820312 1664877353.0691
MEM 2090.160156 1664877353.1697
MEM 2040.789062 1664877353.2702
MEM 2040.789062 1664877353.3709
MEM 2040.789062 1664877353.4715
MEM 2040.789062 1664877353.5720
MEM 2040.789062 1664877353.6723
MEM 2041.046875 1664877353.7726
MEM 1892.855469 1664877353.8728
MEM 1893.109375 1664877353.9731
MEM 1893.109375 1664877354.0733
MEM 1893.109375 1664877354.1735
MEM 1893.109375 1664877354.2738
MEM 1893.109375 1664877354.3741
MEM 1891.195312 1664877354.4744
MEM 2090.781250 1664877354.5747
MEM 1917.722656 1664877354.6751
MEM 2033.855469 1664877354.7754
MEM 2105.238281 1664877354.8757
MEM 1893.269531 1664877354.9760
MEM 1964.496094 1664877355.0763
MEM 2043.488281 1664877355.1766
MEM 1893.519531 1664877355.2768
MEM 2091.652344 1664877355.3772
MEM 2012.035156 1664877355.4775
MEM 1860.109375 1664877355.5778
MEM 2018.035156 1664877355.6781
MEM 1845.101562 1664877355.7784
MEM 1795.777344 1664877355.8787
MEM 1993.746094 1664877355.9791
MEM 1799.878906 1664877356.0794
MEM 1796.078125 1664877356.1797
MEM 1967.277344 1664877356.2800
MEM 1796.195312 1664877356.3804
MEM 1972.144531 1664877356.4807
MEM 2049.402344 1664877356.5810
MEM 1812.949219 1664877356.6813
MEM 1971.277344 1664877356.7816
MEM 1873.777344 1664877356.8820
MEM 1757.835938 1664877356.9823
MEM 2018.675781 1664877357.0826
MEM 1746.753906 1664877357.1829
MEM 1703.238281 1664877357.2832
MEM 1969.234375 1664877357.3835
MEM 1722.832031 1664877357.4838
MEM 1944.468750 1664877357.5842
MEM 1879.085938 1664877357.6845
MEM 1759.898438 1664877357.7848
MEM 1871.632812 1664877357.8851
MEM 1705.300781 1664877357.9854
MEM 1895.027344 1664877358.0857
MEM 1887.070312 1664877358.1860
MEM 1672.359375 1664877358.2863
MEM 1895.027344 1664877358.3867
MEM 1840.335938 1664877358.4870
MEM 1708.652344 1664877358.5873
MEM 1993.824219 1664877358.6877
MEM 1780.195312 1664877358.7879
MEM 1823.218750 1664877358.8883
MEM 1912.722656 1664877358.9886
MEM 1763.507812 1664877359.0889
MEM 1928.394531 1664877359.1893
MEM 1746.753906 1664877359.2896
MEM 1752.679688 1664877359.3898
MEM 2018.574219 1664877359.4901
MEM 1777.945312 1664877359.5904
MEM 1944.468750 1664877359.6908
MEM 1883.796875 1664877359.7911
MEM 1760.156250 1664877359.8914
MEM 1860.394531 1664877359.9918
MEM 1771.285156 1664877360.0921
MEM 1756.804688 1664877360.1924
MEM 1908.394531 1664877360.2927
MEM 1819.074219 1664877360.3931
MEM 1758.351562 1664877360.4934
MEM 1922.394531 1664877360.5938
MEM 1782.531250 1664877360.6941
MEM 1753.710938 1664877360.7944
MEM 1864.394531 1664877360.8947
MEM 1770.726562 1664877360.9951
MEM 1926.390625 1664877361.0953
MEM 1968.722656 1664877361.1957
MEM 1762.734375 1664877361.2959
MEM 1886.394531 1664877361.3963
MEM 1752.937500 1664877361.4966
MEM 1944.468750 1664877361.5969
MEM 1909.796875 1664877361.6973
MEM 1761.960938 1664877361.7976
MEM 1864.210938 1664877361.8979
MEM 1931.835938 1664877361.9983
MEM 1829.964844 1664877362.0985
MEM 1906.632812 1664877362.1988
MEM 1854.398438 1664877362.2991
MEM 1990.523438 1664877362.3994
MEM 2142.277344 1664877362.4997
MEM 1922.402344 1664877362.6000
MEM 2092.714844 1664877362.7003
MEM 2065.457031 1664877362.8006
MEM 2035.265625 1664877362.9009
MEM 2169.011719 1664877363.0012
MEM 2011.746094 1664877363.1015
MEM 2131.269531 1664877363.2018
MEM 2239.042969 1664877363.3022
MEM 2086.195312 1664877363.4024
MEM 2142.285156 1664877363.5028
MEM 2103.667969 1664877363.6032
MEM 2165.574219 1664877363.7035
MEM 2389.484375 1664877363.8037
MEM 2168.578125 1664877363.9040
MEM 2290.480469 1664877364.0044
MEM 2406.128906 1664877364.1046
MEM 2412.140625 1664877364.2050
MEM 2159.296875 1664877364.3052
MEM 2271.085938 1664877364.4058
MEM 2422.683594 1664877364.5060
MEM 2308.664062 1664877364.6064
MEM 2276.285156 1664877364.7066
MEM 2425.011719 1664877364.8070
MEM 2362.808594 1664877364.9073
MEM 2273.906250 1664877365.0075
MEM 2438.804688 1664877365.1078
MEM 2499.574219 1664877365.2081
MEM 2537.605469 1664877365.3084
MEM 2314.582031 1664877365.4087
MEM 2454.472656 1664877365.5089
MEM 2523.921875 1664877365.6092
MEM 2525.691406 1664877365.7095
MEM 2371.500000 1664877365.8098
MEM 2438.789062 1664877365.9100
MEM 2501.246094 1664877366.0103
MEM 2525.199219 1664877366.1106
MEM 2535.691406 1664877366.2110
MEM 2374.851562 1664877366.3112
MEM 2359.851562 1664877366.4115
MEM 2543.015625 1664877366.5118
MEM 2565.187500 1664877366.6120
MEM 2351.648438 1664877366.7123
MEM 2349.070312 1664877366.8126
MEM 2541.246094 1664877366.9129
MEM 2500.855469 1664877367.0132
MEM 2438.015625 1664877367.1135
MEM 2527.808594 1664877367.2138
MEM 2360.671875 1664877367.3141
MEM 2420.742188 1664877367.4144
MEM 2537.765625 1664877367.5147
MEM 2384.390625 1664877367.6150
MEM 2388.812500 1664877367.7153
MEM 2351.648438 1664877367.8156
MEM 2351.390625 1664877367.9159
MEM 2542.453125 1664877368.0162
MEM 2548.488281 1664877368.1164
MEM 2348.554688 1664877368.2167
MEM 2340.050781 1664877368.3170
MEM 2543.214844 1664877368.4172
MEM 2555.066406 1664877368.5175
MEM 2523.492188 1664877368.6177
MEM 2429.250000 1664877368.7180
MEM 2500.453125 1664877368.8184
MEM 2440.929688 1664877368.9187
MEM 2391.609375 1664877369.0189
MEM 2414.253906 1664877369.1193
MEM 2567.164062 1664877369.2196
MEM 2587.207031 1664877369.3201
MEM 2362.476562 1664877369.4204
MEM 2418.164062 1664877369.5207
MEM 2573.039062 1664877369.6210
MEM 2350.617188 1664877369.7213
MEM 2369.339844 1664877369.8216
MEM 2573.027344 1664877369.9219
MEM 2466.535156 1664877370.0222
MEM 2401.921875 1664877370.1225
MEM 2482.253906 1664877370.2228
MEM 2459.246094 1664877370.3231
MEM 2409.914062 1664877370.4234
MEM 2507.246094 1664877370.5237
MEM 2504.855469 1664877370.6240
MEM 2433.632812 1664877370.7243
MEM 2554.734375 1664877370.8246
MEM 2355.773438 1664877370.9249
MEM 2382.070312 1664877371.0252
MEM 2469.691406 1664877371.1255
MEM 2366.859375 1664877371.2258
MEM 2438.789062 1664877371.3261
MEM 2562.394531 1664877371.4264
MEM 2359.640625 1664877371.5267
MEM 2409.398438 1664877371.6270
MEM 2537.765625 1664877371.7273
MEM 2386.968750 1664877371.8277
MEM 2425.535156 1664877371.9280
MEM 2349.585938 1664877372.0282
MEM 2340.050781 1664877372.1287
MEM 2561.246094 1664877372.2290
MEM 2587.144531 1664877372.3293
MEM 2363.765625 1664877372.4296
MEM 2438.789062 1664877372.5299
MEM 2537.765625 1664877372.6302
MEM 2383.101562 1664877372.7305
MEM 2426.253906 1664877372.8308
MEM 2537.765625 1664877372.9312
MEM 2384.648438 1664877373.0315
MEM 2410.148438 1664877373.1318
MEM 2537.765625 1664877373.2321
MEM 2383.101562 1664877373.3324
MEM 2414.253906 1664877373.4328
MEM 2348.296875 1664877373.5331
MEM 2351.609375 1664877373.6333
MEM 2565.164062 1664877373.7336
MEM 2351.390625 1664877373.8339
MEM 2351.390625 1664877373.9342
MEM 2581.148438 1664877374.0345
MEM 2358.093750 1664877374.1347
MEM 2406.820312 1664877374.2351
MEM 2507.691406 1664877374.3354
MEM 2373.304688 1664877374.4357
MEM 2363.164062 1664877374.5360
MEM 2523.492188 1664877374.6363
MEM 2419.195312 1664877374.7365
MEM 2516.453125 1664877374.8369
MEM 2359.382812 1664877374.9371
MEM 2409.398438 1664877375.0374
MEM 2537.765625 1664877375.1378
MEM 2399.343750 1664877375.2381
MEM 2478.453125 1664877375.3384
MEM 2358.609375 1664877375.4387
